caseid,task,user,end_timestamp,start_timestamp,role,ac_index,rl_index
84456,Radicar Solicitud Homologacion,3917,2016-02-09 18:48:47+00:00,2016-02-09 18:48:44+00:00,Role 1,7,1
84456,Validar solicitud,19019,2016-02-09 18:52:38+00:00,2016-02-09 18:52:31+00:00,Role 3,14,6
84456,Homologacion por grupo de cursos,1007,2016-02-10 01:25:12+00:00,2016-02-09 20:07:23+00:00,Role 2,5,5
84456,Recepcion de documentos,157,2016-02-10 00:11:46+00:00,2016-02-09 20:07:23+00:00,Role 4,8,7
84460,Traer informacion estudiante - banner,3703,2016-02-09 22:37:51+00:00,2016-02-09 22:37:51+00:00,Role 1,10,1
84460,Radicar Solicitud Homologacion,3703,2016-02-09 22:37:58+00:00,2016-02-09 22:37:52+00:00,Role 1,7,1
84460,Notificacion estudiante cancelacion soli,1,2016-02-18 21:08:01+00:00,2016-02-18 21:08:01+00:00,Role 6,6,9
84462,Validar solicitud,1707,2016-02-09 23:18:35+00:00,2016-02-09 23:04:47+00:00,Role 3,14,6
84462,Traer informacion estudiante - banner,5778,2016-02-09 23:36:41+00:00,2016-02-09 23:36:41+00:00,Role 1,10,1
84462,Radicar Solicitud Homologacion,5778,2016-02-09 23:36:45+00:00,2016-02-09 23:36:45+00:00,Role 1,7,1
84462,Homologacion por grupo de cursos,15930,2016-02-11 21:06:20+00:00,2016-02-11 18:52:59+00:00,Role 2,5,5
84466,Validar solicitud,716,2016-02-10 00:50:29+00:00,2016-02-09 23:25:56+00:00,Role 3,14,6
84466,Traer informacion estudiante - banner,6987,2016-02-10 01:40:37+00:00,2016-02-10 01:40:37+00:00,Role 1,10,1
84466,Radicar Solicitud Homologacion,6987,2016-02-10 01:40:38+00:00,2016-02-10 01:40:38+00:00,Role 1,7,1
84466,Homologacion por grupo de cursos,7394,2016-02-24 18:00:28+00:00,2016-02-24 17:59:09+00:00,Role 2,5,5
84466,Revisar curso,716,2016-02-24 17:59:10+00:00,2016-02-24 17:59:09+00:00,Role 3,9,6
84466,Evaluacion curso,716,2016-02-24 18:01:37+00:00,2016-02-24 18:00:25+00:00,Role 3,4,6
84466,Validacion final,716,2016-02-24 21:12:57+00:00,2016-02-24 21:12:55+00:00,Role 3,13,6
84466,Visto Bueno Cierre Proceso,7394,2016-02-24 21:15:28+00:00,2016-02-24 21:15:25+00:00,Role 2,16,5
84468,Traer informacion estudiante - banner,3409,2016-02-10 02:12:21+00:00,2016-02-10 02:12:21+00:00,Role 1,10,1
84468,Radicar Solicitud Homologacion,3409,2016-02-10 02:12:22+00:00,2016-02-10 02:12:22+00:00,Role 1,7,1
84468,Validar solicitud,49,2016-02-10 03:04:57+00:00,2016-02-10 02:40:57+00:00,Role 3,14,6
84468,Homologacion por grupo de cursos,2541,2016-02-13 17:35:10+00:00,2016-02-13 17:29:08+00:00,Role 2,5,5
84502,Traer informacion estudiante - banner,4701,2016-02-09 15:12:38+00:00,2016-02-09 15:12:38+00:00,Role 1,10,1
84502,Radicar Solicitud Homologacion,4701,2016-02-09 15:13:31+00:00,2016-02-09 15:12:39+00:00,Role 1,7,1
84502,Validar solicitud,19019,2016-02-09 16:07:56+00:00,2016-02-09 16:05:02+00:00,Role 3,14,6
84502,Homologacion por grupo de cursos,387,2016-02-09 20:46:05+00:00,2016-02-09 20:10:05+00:00,Role 3,5,6
84505,Traer informacion estudiante - banner,9531,2016-02-09 16:07:30+00:00,2016-02-09 16:07:30+00:00,Role 1,10,1
84505,Radicar Solicitud Homologacion,9531,2016-02-09 16:07:46+00:00,2016-02-09 16:07:32+00:00,Role 1,7,1
84505,Validar solicitud,18929,2016-02-09 17:41:08+00:00,2016-02-09 16:22:31+00:00,Role 3,14,6
84505,Cancelar Solicitud,18929,2016-02-09 18:22:24+00:00,2016-02-09 16:22:31+00:00,Role 3,2,6
84505,Notificacion estudiante cancelacion soli,18929,2016-03-01 16:16:13+00:00,2016-03-01 16:16:13+00:00,Role 3,6,6
84506,Traer informacion estudiante - banner,9531,2016-02-09 16:25:26+00:00,2016-02-09 16:25:26+00:00,Role 1,10,1
84506,Radicar Solicitud Homologacion,9531,2016-02-09 16:25:37+00:00,2016-02-09 16:25:30+00:00,Role 1,7,1
84506,Validar solicitud,18929,2016-02-09 17:51:48+00:00,2016-02-09 16:33:22+00:00,Role 3,14,6
84506,Cancelar Solicitud,18929,2016-02-09 18:33:07+00:00,2016-02-09 16:33:23+00:00,Role 3,2,6
84506,Notificacion estudiante cancelacion soli,18929,2016-03-01 16:18:07+00:00,2016-03-01 16:18:07+00:00,Role 3,6,6
84552,Traer informacion estudiante - banner,2144,2016-02-09 19:31:58+00:00,2016-02-09 19:31:58+00:00,Role 1,10,1
84552,Radicar Solicitud Homologacion,2144,2016-02-09 19:32:03+00:00,2016-02-09 19:32:03+00:00,Role 1,7,1
84552,Validar solicitud,1707,2016-02-09 19:52:04+00:00,2016-02-09 19:42:53+00:00,Role 3,14,6
84552,Homologacion por grupo de cursos,15930,2016-02-11 00:31:49+00:00,2016-02-10 22:11:56+00:00,Role 2,5,5
84553,Traer informacion estudiante - banner,5151,2016-02-09 19:33:52+00:00,2016-02-09 19:33:52+00:00,Role 1,10,1
84553,Radicar Solicitud Homologacion,5151,2016-02-09 19:33:54+00:00,2016-02-09 19:33:54+00:00,Role 1,7,1
84553,Validar solicitud,49,2016-02-09 19:48:08+00:00,2016-02-09 19:45:55+00:00,Role 3,14,6
84553,Homologacion por grupo de cursos,2541,2016-02-09 23:15:01+00:00,2016-02-09 23:13:27+00:00,Role 2,5,5
84554,Traer informacion estudiante - banner,6426,2016-02-09 20:11:28+00:00,2016-02-09 20:11:28+00:00,Role 1,10,1
84554,Radicar Solicitud Homologacion,6426,2016-02-09 20:14:38+00:00,2016-02-09 20:11:33+00:00,Role 1,7,1
84554,Validar solicitud,22475,2016-02-10 00:06:41+00:00,2016-02-10 00:05:50+00:00,Role 3,14,6
84554,Homologacion por grupo de cursos,1343,2016-02-10 01:12:38+00:00,2016-02-10 00:57:16+00:00,Role 2,5,5
84557,Traer informacion estudiante - banner,6469,2016-02-09 21:10:23+00:00,2016-02-09 21:10:23+00:00,Role 1,10,1
84557,Radicar Solicitud Homologacion,6469,2016-02-09 21:14:13+00:00,2016-02-09 21:10:24+00:00,Role 1,7,1
84557,Cancelar Solicitud,19019,2016-02-10 01:35:08+00:00,2016-02-10 01:35:08+00:00,Role 3,2,6
84557,Notificacion estudiante cancelacion soli,19019,2016-02-10 14:06:14+00:00,2016-02-10 14:06:14+00:00,Role 3,6,6
84558,Traer informacion estudiante - banner,4905,2016-02-09 21:25:48+00:00,2016-02-09 21:25:48+00:00,Role 1,10,1
84558,Radicar Solicitud Homologacion,4905,2016-02-09 21:26:16+00:00,2016-02-09 21:25:49+00:00,Role 1,7,1
84558,Validar solicitud,7297,2016-02-09 22:32:06+00:00,2016-02-09 21:52:59+00:00,Role 3,14,6
84558,Homologacion por grupo de cursos,7324,2016-02-17 04:30:37+00:00,2016-02-16 19:34:42+00:00,Role 2,5,5
84751,Traer informacion estudiante - banner,8177,2016-02-10 10:38:46+00:00,2016-02-10 10:38:46+00:00,Role 1,10,1
84751,Radicar Solicitud Homologacion,8177,2016-02-10 10:39:03+00:00,2016-02-10 10:38:54+00:00,Role 1,7,1
84751,Cancelar Solicitud,22404,2016-02-10 18:39:23+00:00,2016-02-10 15:09:50+00:00,Role 3,2,6
84751,Notificacion estudiante cancelacion soli,22404,2016-03-17 16:43:22+00:00,2016-03-17 16:43:22+00:00,Role 3,6,6
84804,Traer informacion estudiante - banner,15957,2016-02-10 17:09:15+00:00,2016-02-10 17:09:15+00:00,Role 1,10,1
84804,Radicar Solicitud Homologacion,15957,2016-02-10 17:09:34+00:00,2016-02-10 17:09:18+00:00,Role 1,7,1
84804,Cancelar Solicitud,18929,2016-02-10 19:39:29+00:00,2016-02-10 17:25:55+00:00,Role 3,2,6
84804,Notificacion estudiante cancelacion soli,18929,2016-03-04 13:20:47+00:00,2016-03-04 13:20:47+00:00,Role 3,6,6
84805,Traer informacion estudiante - banner,8177,2016-02-10 19:06:44+00:00,2016-02-10 19:06:44+00:00,Role 1,10,1
84805,Radicar Solicitud Homologacion,8177,2016-02-10 19:06:46+00:00,2016-02-10 19:06:46+00:00,Role 1,7,1
84805,Cancelar Solicitud,22404,2016-02-10 22:38:45+00:00,2016-02-10 19:12:16+00:00,Role 3,2,6
84805,Notificacion estudiante cancelacion soli,22404,2016-03-17 17:29:03+00:00,2016-03-17 17:29:03+00:00,Role 3,6,6
84807,Traer informacion estudiante - banner,8177,2016-02-10 19:12:59+00:00,2016-02-10 19:12:59+00:00,Role 1,10,1
84807,Radicar Solicitud Homologacion,8177,2016-02-10 19:13:00+00:00,2016-02-10 19:13:00+00:00,Role 1,7,1
84807,Cancelar Solicitud,22404,2016-02-10 22:46:05+00:00,2016-02-10 19:19:35+00:00,Role 3,2,6
84807,Notificacion estudiante cancelacion soli,22404,2016-03-17 17:30:16+00:00,2016-03-17 17:30:16+00:00,Role 3,6,6
84855,Traer informacion estudiante - banner,11041,2016-02-10 15:22:17+00:00,2016-02-10 15:22:17+00:00,Role 1,10,1
84855,Radicar Solicitud Homologacion,11041,2016-02-10 15:22:25+00:00,2016-02-10 15:22:21+00:00,Role 1,7,1
84855,Cancelar Solicitud,11041,2016-02-10 15:27:10+00:00,2016-02-10 15:27:08+00:00,Role 1,2,1
84855,Notificacion estudiante cancelacion soli,11041,2016-02-10 15:29:27+00:00,2016-02-10 15:29:27+00:00,Role 1,6,1
84857,Traer informacion estudiante - banner,5183,2016-02-10 15:44:07+00:00,2016-02-10 15:44:07+00:00,Role 1,10,1
84857,Radicar Solicitud Homologacion,5183,2016-02-10 15:44:33+00:00,2016-02-10 15:44:08+00:00,Role 1,7,1
84857,Validar solicitud,22475,2016-02-10 16:10:54+00:00,2016-02-10 16:09:23+00:00,Role 3,14,6
84857,Cancelar Solicitud,22491,2016-02-11 04:04:13+00:00,2016-02-10 16:09:23+00:00,Role 5,2,8
84857,Recepcion de documentos,26789,2016-02-11 03:55:45+00:00,2016-02-10 17:41:22+00:00,Role 4,8,7
84857,Notificacion estudiante cancelacion soli,22491,2016-06-24 20:06:42+00:00,2016-06-24 20:06:42+00:00,Role 5,6,8
84901,Traer informacion estudiante - banner,11204,2016-02-10 17:28:01+00:00,2016-02-10 17:28:01+00:00,Role 1,10,1
84901,Radicar Solicitud Homologacion,11204,2016-02-10 17:28:10+00:00,2016-02-10 17:28:06+00:00,Role 1,7,1
84901,Cancelar Solicitud,19019,2016-02-10 17:33:58+00:00,2016-02-10 17:32:28+00:00,Role 3,2,6
84901,Notificacion estudiante cancelacion soli,19019,2016-02-10 21:03:03+00:00,2016-02-10 21:03:03+00:00,Role 3,6,6
84902,Traer informacion estudiante - banner,11204,2016-02-10 17:32:52+00:00,2016-02-10 17:32:52+00:00,Role 1,10,1
84902,Radicar Solicitud Homologacion,11204,2016-02-10 17:32:56+00:00,2016-02-10 17:32:53+00:00,Role 1,7,1
84902,Cancelar Solicitud,19019,2016-02-10 17:37:40+00:00,2016-02-10 17:36:12+00:00,Role 3,2,6
84902,Notificacion estudiante cancelacion soli,19019,2016-02-10 21:04:23+00:00,2016-02-10 21:04:23+00:00,Role 3,6,6
84903,Traer informacion estudiante - banner,11204,2016-02-10 17:36:34+00:00,2016-02-10 17:36:34+00:00,Role 1,10,1
84903,Radicar Solicitud Homologacion,11204,2016-02-10 17:36:38+00:00,2016-02-10 17:36:35+00:00,Role 1,7,1
84903,Cancelar Solicitud,19019,2016-02-10 17:41:31+00:00,2016-02-10 17:40:07+00:00,Role 3,2,6
84903,Notificacion estudiante cancelacion soli,19019,2016-02-10 21:04:49+00:00,2016-02-10 21:04:49+00:00,Role 3,6,6
84904,Traer informacion estudiante - banner,11204,2016-02-10 17:40:19+00:00,2016-02-10 17:40:19+00:00,Role 1,10,1
84904,Radicar Solicitud Homologacion,11204,2016-02-10 17:40:22+00:00,2016-02-10 17:40:20+00:00,Role 1,7,1
84904,Cancelar Solicitud,19019,2016-02-10 17:44:07+00:00,2016-02-10 17:42:45+00:00,Role 3,2,6
84904,Notificacion estudiante cancelacion soli,19019,2016-02-10 21:05:02+00:00,2016-02-10 21:05:02+00:00,Role 3,6,6
85051,Traer informacion estudiante - banner,11614,2016-02-10 22:17:11+00:00,2016-02-10 22:17:11+00:00,Role 1,10,1
85051,Radicar Solicitud Homologacion,11614,2016-02-10 22:23:56+00:00,2016-02-10 22:17:18+00:00,Role 1,7,1
85051,Cancelar Solicitud,19019,2016-02-11 18:59:30+00:00,2016-02-11 18:55:26+00:00,Role 3,2,6
85051,Notificacion estudiante cancelacion soli,19019,2016-02-12 13:02:36+00:00,2016-02-12 13:02:36+00:00,Role 3,6,6
85101,Traer informacion estudiante - banner,5064,2016-02-10 23:35:33+00:00,2016-02-10 23:35:33+00:00,Role 1,10,1
85101,Radicar Solicitud Homologacion,5064,2016-02-11 00:00:54+00:00,2016-02-10 23:35:37+00:00,Role 1,7,1
85101,Validar solicitud,49,2016-02-16 01:09:42+00:00,2016-02-16 00:53:08+00:00,Role 3,14,6
85101,Homologacion por grupo de cursos,2541,2016-02-18 15:31:30+00:00,2016-02-18 15:28:07+00:00,Role 2,5,5
85305,Traer informacion estudiante - banner,9449,2016-02-11 14:52:05+00:00,2016-02-11 14:52:05+00:00,Role 1,10,1
85305,Radicar Solicitud Homologacion,9449,2016-02-11 14:52:13+00:00,2016-02-11 14:52:06+00:00,Role 1,7,1
85305,Cancelar Solicitud,18929,2016-02-11 16:11:26+00:00,2016-02-11 15:07:34+00:00,Role 3,2,6
85305,Notificacion estudiante cancelacion soli,18929,2016-02-23 13:08:19+00:00,2016-02-23 13:08:19+00:00,Role 3,6,6
85401,Traer informacion estudiante - banner,4130,2016-02-11 17:00:44+00:00,2016-02-11 17:00:44+00:00,Role 1,10,1
85401,Radicar Solicitud Homologacion,4130,2016-02-11 17:02:28+00:00,2016-02-11 17:00:51+00:00,Role 1,7,1
85401,Cancelar Solicitud,1707,2016-02-11 18:38:10+00:00,2016-02-11 18:37:58+00:00,Role 3,2,6
85401,Notificacion estudiante cancelacion soli,1707,2016-02-11 18:50:23+00:00,2016-02-11 18:50:23+00:00,Role 3,6,6
85452,Traer informacion estudiante - banner,9433,2016-02-11 20:47:49+00:00,2016-02-11 20:47:49+00:00,Role 1,10,1
85452,Radicar Solicitud Homologacion,9433,2016-02-11 20:47:51+00:00,2016-02-11 20:47:51+00:00,Role 1,7,1
85452,Validar solicitud,677,2016-02-11 21:03:07+00:00,2016-02-11 20:59:07+00:00,Role 3,14,6
85452,Homologacion por grupo de cursos,3445,2016-02-12 13:24:49+00:00,2016-02-12 12:40:49+00:00,Role 2,5,5
85453,Traer informacion estudiante - banner,4130,2016-02-11 20:57:25+00:00,2016-02-11 20:57:25+00:00,Role 1,10,1
85453,Radicar Solicitud Homologacion,4130,2016-02-11 21:20:22+00:00,2016-02-11 20:57:27+00:00,Role 1,7,1
85453,Validar solicitud,1707,2016-02-16 18:51:59+00:00,2016-02-16 17:55:06+00:00,Role 3,14,6
85453,Homologacion por grupo de cursos,15930,2016-02-25 19:43:47+00:00,2016-02-25 18:48:46+00:00,Role 2,5,5
85453,Revisar curso,1707,2016-02-25 18:56:32+00:00,2016-02-25 18:48:46+00:00,Role 3,9,6
85453,Evaluacion curso,6958,2016-02-26 18:59:27+00:00,2016-02-26 18:35:03+00:00,Role 2,4,5
85453,Validacion final,1707,2016-03-02 19:15:10+00:00,2016-03-02 19:11:10+00:00,Role 3,13,6
85453,Visto Bueno Cierre Proceso,15930,2016-03-03 12:34:43+00:00,2016-03-03 12:18:43+00:00,Role 2,16,5
85453,Validacion final,1707,2016-03-07 14:55:43+00:00,2016-03-07 14:54:52+00:00,Role 3,13,6
85453,Visto Bueno Cierre Proceso,15930,2016-03-07 15:53:43+00:00,2016-03-07 15:51:45+00:00,Role 2,16,5
85453,Transferir Creditos,15930,2016-03-07 17:50:13+00:00,2016-03-07 17:50:13+00:00,Role 2,11,5
85453,Transferir creditos homologables,15930,2016-03-07 17:50:14+00:00,2016-03-07 17:50:14+00:00,Role 2,12,5
85453,Transferir creditos homologables,15930,2016-03-07 17:50:15+00:00,2016-03-07 17:50:15+00:00,Role 2,12,5
85454,Traer informacion estudiante - banner,5330,2016-02-11 21:27:04+00:00,2016-02-11 21:27:04+00:00,Role 1,10,1
85454,Radicar Solicitud Homologacion,5330,2016-02-11 22:06:57+00:00,2016-02-11 21:27:08+00:00,Role 1,7,1
85454,Validar solicitud,241,2016-02-18 21:24:30+00:00,2016-02-18 21:16:47+00:00,Role 3,14,6
85454,Homologacion por grupo de cursos,6979,2016-02-20 07:02:38+00:00,2016-02-19 20:20:05+00:00,Role 2,5,5
85454,Recepcion de documentos,26789,2016-02-20 05:37:05+00:00,2016-02-19 20:20:05+00:00,Role 4,8,7
85504,Validar solicitud,1707,2016-02-11 23:00:30+00:00,2016-02-11 22:48:23+00:00,Role 3,14,6
85504,Traer informacion estudiante - banner,4457,2016-02-12 01:26:13+00:00,2016-02-12 01:26:13+00:00,Role 1,10,1
85504,Radicar Solicitud Homologacion,4457,2016-02-12 01:26:16+00:00,2016-02-12 01:26:16+00:00,Role 1,7,1
85504,Homologacion por grupo de cursos,15930,2016-02-15 18:57:55+00:00,2016-02-15 16:55:51+00:00,Role 2,5,5
85551,Validar solicitud,22404,2016-02-12 01:06:55+00:00,2016-02-12 01:04:43+00:00,Role 3,14,6
85551,Traer informacion estudiante - banner,26348,2016-02-12 02:55:21+00:00,2016-02-12 02:55:21+00:00,Role 1,10,1
85551,Radicar Solicitud Homologacion,26348,2016-02-12 02:55:28+00:00,2016-02-12 02:55:28+00:00,Role 1,7,1
85551,Homologacion por grupo de cursos,4560,2016-02-13 02:06:23+00:00,2016-02-12 17:12:36+00:00,Role 2,5,5
85601,Traer informacion estudiante - banner,7490,2016-02-12 15:18:57+00:00,2016-02-12 15:18:57+00:00,Role 1,10,1
85601,Radicar Solicitud Homologacion,7490,2016-02-12 15:26:50+00:00,2016-02-12 15:19:04+00:00,Role 1,7,1
85601,Cancelar Solicitud,22404,2016-02-15 15:41:49+00:00,2016-02-15 15:05:55+00:00,Role 3,2,6
85601,Notificacion estudiante cancelacion soli,22404,2016-02-19 19:56:32+00:00,2016-02-19 19:56:32+00:00,Role 3,6,6
85607,Traer informacion estudiante - banner,20194,2016-02-12 22:14:06+00:00,2016-02-12 22:14:06+00:00,Role 1,10,1
85607,Radicar Solicitud Homologacion,20194,2016-02-12 22:14:27+00:00,2016-02-12 22:14:07+00:00,Role 1,7,1
85607,Notificacion estudiante cancelacion soli,1,2016-02-23 18:59:14+00:00,2016-02-23 18:59:14+00:00,Role 6,6,9
85608,Traer informacion estudiante - banner,11583,2016-02-12 22:41:04+00:00,2016-02-12 22:41:04+00:00,Role 1,10,1
85608,Radicar Solicitud Homologacion,11583,2016-02-12 22:41:10+00:00,2016-02-12 22:41:08+00:00,Role 1,7,1
85608,Notificacion estudiante cancelacion soli,1,2016-02-23 21:08:18+00:00,2016-02-23 21:08:18+00:00,Role 6,6,9
85610,Traer informacion estudiante - banner,9336,2016-02-12 23:25:29+00:00,2016-02-12 23:25:29+00:00,Role 1,10,1
85610,Radicar Solicitud Homologacion,9336,2016-02-12 23:25:39+00:00,2016-02-12 23:25:33+00:00,Role 1,7,1
85610,Cancelar Solicitud,677,2016-02-13 00:25:05+00:00,2016-02-12 23:31:37+00:00,Role 3,2,6
85610,Notificacion estudiante cancelacion soli,677,2016-02-23 20:06:14+00:00,2016-02-23 20:06:14+00:00,Role 3,6,6
85613,Traer informacion estudiante - banner,9336,2016-02-13 00:00:21+00:00,2016-02-13 00:00:21+00:00,Role 1,10,1
85613,Radicar Solicitud Homologacion,9336,2016-02-13 00:00:48+00:00,2016-02-13 00:00:23+00:00,Role 1,7,1
85613,Validar solicitud,677,2016-02-13 00:59:24+00:00,2016-02-13 00:25:52+00:00,Role 3,14,6
85613,Homologacion por grupo de cursos,3445,2016-02-19 16:24:13+00:00,2016-02-19 15:58:24+00:00,Role 2,5,5
85654,Traer informacion estudiante - banner,9336,2016-02-12 16:08:02+00:00,2016-02-12 16:08:02+00:00,Role 1,10,1
85654,Radicar Solicitud Homologacion,9336,2016-02-12 16:08:28+00:00,2016-02-12 16:08:08+00:00,Role 1,7,1
85654,Cancelar Solicitud,677,2016-02-12 17:27:34+00:00,2016-02-12 16:29:04+00:00,Role 3,2,6
85654,Notificacion estudiante cancelacion soli,677,2016-02-23 20:16:38+00:00,2016-02-23 20:16:38+00:00,Role 3,6,6
85657,Traer informacion estudiante - banner,9336,2016-02-12 16:36:21+00:00,2016-02-12 16:36:21+00:00,Role 1,10,1
85657,Radicar Solicitud Homologacion,9336,2016-02-12 16:36:27+00:00,2016-02-12 16:36:22+00:00,Role 1,7,1
85657,Cancelar Solicitud,677,2016-02-12 16:45:55+00:00,2016-02-12 16:41:30+00:00,Role 3,2,6
85657,Notificacion estudiante cancelacion soli,677,2016-02-12 23:07:11+00:00,2016-02-12 23:07:11+00:00,Role 3,6,6
85701,Traer informacion estudiante - banner,13733,2016-02-13 02:07:58+00:00,2016-02-13 02:07:58+00:00,Role 1,10,1
85701,Radicar Solicitud Homologacion,13733,2016-02-13 02:44:03+00:00,2016-02-13 02:08:03+00:00,Role 1,7,1
85701,Cancelar Solicitud,7297,2016-02-19 19:09:36+00:00,2016-02-19 19:09:36+00:00,Role 3,2,6
85701,Notificacion estudiante cancelacion soli,7297,2016-02-19 19:16:51+00:00,2016-02-19 19:16:51+00:00,Role 3,6,6
85901,Validar solicitud,18929,2016-02-14 00:21:10+00:00,2016-02-13 23:33:10+00:00,Role 3,14,6
85901,Traer informacion estudiante - banner,11353,2016-02-14 02:15:37+00:00,2016-02-14 02:15:37+00:00,Role 1,10,1
85901,Radicar Solicitud Homologacion,11353,2016-02-14 02:15:44+00:00,2016-02-14 02:15:44+00:00,Role 1,7,1
85901,Homologacion por grupo de cursos,18929,2016-02-24 00:10:53+00:00,2016-02-23 13:09:55+00:00,Role 3,5,6
85902,Traer informacion estudiante - banner,11353,2016-02-14 02:40:10+00:00,2016-02-14 02:40:10+00:00,Role 1,10,1
85902,Radicar Solicitud Homologacion,11353,2016-02-14 02:40:13+00:00,2016-02-14 02:40:13+00:00,Role 1,7,1
85902,Validar solicitud,18929,2016-02-14 03:43:44+00:00,2016-02-14 02:55:44+00:00,Role 3,14,6
85902,Cancelar Solicitud,18929,2016-02-14 14:44:39+00:00,2016-02-14 02:55:44+00:00,Role 3,2,6
85902,Notificacion estudiante cancelacion soli,18929,2016-06-28 22:55:25+00:00,2016-06-28 22:55:25+00:00,Role 3,6,6
86001,Traer informacion estudiante - banner,6107,2016-02-14 14:27:28+00:00,2016-02-14 14:27:28+00:00,Role 1,10,1
86001,Radicar Solicitud Homologacion,6107,2016-02-14 14:27:35+00:00,2016-02-14 14:27:35+00:00,Role 1,7,1
86001,Validar solicitud,19019,2016-02-14 14:38:01+00:00,2016-02-14 14:38:01+00:00,Role 3,14,6
86001,Homologacion por grupo de cursos,1007,2016-02-15 13:14:04+00:00,2016-02-15 12:30:04+00:00,Role 2,5,5
86051,Traer informacion estudiante - banner,8528,2016-02-14 15:49:24+00:00,2016-02-14 15:49:24+00:00,Role 1,10,1
86051,Radicar Solicitud Homologacion,8528,2016-02-14 15:49:31+00:00,2016-02-14 15:49:31+00:00,Role 1,7,1
86051,Validar solicitud,1707,2016-02-14 15:59:44+00:00,2016-02-14 15:57:51+00:00,Role 3,14,6
86051,Homologacion por grupo de cursos,15930,2016-02-15 20:03:46+00:00,2016-02-15 16:53:48+00:00,Role 2,5,5
86102,Traer informacion estudiante - banner,6186,2016-02-14 13:54:06+00:00,2016-02-14 13:54:06+00:00,Role 1,10,1
86102,Radicar Solicitud Homologacion,6186,2016-02-14 13:54:07+00:00,2016-02-14 13:54:07+00:00,Role 1,7,1
86102,Cancelar Solicitud,22404,2016-02-14 15:24:54+00:00,2016-02-14 14:48:54+00:00,Role 3,2,6
86102,Notificacion estudiante cancelacion soli,22404,2016-02-19 20:22:18+00:00,2016-02-19 20:22:18+00:00,Role 3,6,6
86151,Traer informacion estudiante - banner,4924,2016-02-14 17:17:31+00:00,2016-02-14 17:17:31+00:00,Role 1,10,1
86151,Radicar Solicitud Homologacion,4924,2016-02-14 17:26:09+00:00,2016-02-14 17:17:36+00:00,Role 1,7,1
86151,Validar solicitud,294,2016-02-16 15:45:11+00:00,2016-02-16 15:33:45+00:00,Role 3,14,6
86151,Homologacion por grupo de cursos,7311,2016-02-17 21:56:55+00:00,2016-02-17 19:16:55+00:00,Role 2,5,5
86401,Traer informacion estudiante - banner,11959,2016-02-14 22:42:23+00:00,2016-02-14 22:42:23+00:00,Role 1,10,1
86401,Radicar Solicitud Homologacion,11959,2016-02-14 22:42:29+00:00,2016-02-14 22:42:29+00:00,Role 1,7,1
86401,Cancelar Solicitud,19019,2016-02-14 23:00:40+00:00,2016-02-14 22:52:02+00:00,Role 3,2,6
86401,Notificacion estudiante cancelacion soli,19019,2016-02-16 15:38:07+00:00,2016-02-16 15:38:07+00:00,Role 3,6,6
86451,Traer informacion estudiante - banner,11204,2016-02-15 02:33:58+00:00,2016-02-15 02:33:58+00:00,Role 1,10,1
86451,Radicar Solicitud Homologacion,11204,2016-02-15 02:34:06+00:00,2016-02-15 02:34:06+00:00,Role 1,7,1
86451,Validar solicitud,19019,2016-02-15 02:46:40+00:00,2016-02-15 02:37:59+00:00,Role 3,14,6
86451,Homologacion por grupo de cursos,1007,2016-02-16 16:16:30+00:00,2016-02-16 15:41:12+00:00,Role 2,5,5
86452,Traer informacion estudiante - banner,11204,2016-02-15 02:38:25+00:00,2016-02-15 02:38:25+00:00,Role 1,10,1
86452,Radicar Solicitud Homologacion,11204,2016-02-15 02:38:28+00:00,2016-02-15 02:38:28+00:00,Role 1,7,1
86452,Validar solicitud,19019,2016-02-15 02:49:32+00:00,2016-02-15 02:40:50+00:00,Role 3,14,6
86452,Homologacion por grupo de cursos,1007,2016-02-16 16:18:05+00:00,2016-02-16 15:42:48+00:00,Role 2,5,5
86453,Traer informacion estudiante - banner,11204,2016-02-15 02:40:55+00:00,2016-02-15 02:40:55+00:00,Role 1,10,1
86453,Radicar Solicitud Homologacion,11204,2016-02-15 02:40:57+00:00,2016-02-15 02:40:57+00:00,Role 1,7,1
86453,Validar solicitud,19019,2016-02-15 02:52:10+00:00,2016-02-15 02:43:26+00:00,Role 3,14,6
86453,Homologacion por grupo de cursos,1007,2016-02-16 23:22:08+00:00,2016-02-16 15:44:26+00:00,Role 2,5,5
86454,Traer informacion estudiante - banner,11204,2016-02-15 02:43:30+00:00,2016-02-15 02:43:30+00:00,Role 1,10,1
86454,Radicar Solicitud Homologacion,11204,2016-02-15 02:43:31+00:00,2016-02-15 02:43:31+00:00,Role 1,7,1
86454,Validar solicitud,19019,2016-02-15 02:54:48+00:00,2016-02-15 02:46:03+00:00,Role 3,14,6
86454,Homologacion por grupo de cursos,1007,2016-02-16 15:57:29+00:00,2016-02-16 15:45:52+00:00,Role 2,5,5
86503,Traer informacion estudiante - banner,9298,2016-02-15 00:27:32+00:00,2016-02-15 00:27:32+00:00,Role 1,10,1
86503,Radicar Solicitud Homologacion,9298,2016-02-15 00:27:33+00:00,2016-02-15 00:27:33+00:00,Role 1,7,1
86503,Cancelar Solicitud,7297,2016-02-15 03:39:56+00:00,2016-02-15 00:35:56+00:00,Role 3,2,6
86503,Notificacion estudiante cancelacion soli,7297,2016-03-17 14:55:13+00:00,2016-03-17 14:55:13+00:00,Role 3,6,6
